Ontology - all subclasses of class from New SmartTable with Bacteria 	Matches	Object ID	Common-Name
TAX-1236	TAX-2	TAX-1236	Gammaproteobacteria
TAX-118884	TAX-2	TAX-118884	Gammaproteobacteria incertae sedis
TAX-669357	TAX-2	TAX-669357	Geminocystis
TAX-113355	TAX-2	TAX-113355	Geminocystis herdmanii
TAX-669359	TAX-2	TAX-669359	Geminocystis herdmanii
TAX-113	TAX-2	TAX-113	Gemmata
TAX-114	TAX-2	TAX-114	Gemmata obscuriglobus
TAX-235140	TAX-2	TAX-235140	Gemmata sp. Wa1-1
TAX-1914233	TAX-2	TAX-1914233	Gemmataceae
TAX-2691355	TAX-2	TAX-2691355	Gemmatales
TAX-142182	TAX-2	TAX-142182	Gemmatimonadetes <phylum>
TAX-129337	TAX-2	TAX-129337	Geobacillus
TAX-1462	TAX-2	TAX-1462	Geobacillus kaustophilus
TAX-1422	TAX-2	TAX-1422	Geobacillus stearothermophilus
TAX-420246	TAX-2	TAX-420246	Geobacillus thermodenitrificans
TAX-33940	TAX-2	TAX-33940	Geobacillus thermodenitrificans
TAX-1505648	TAX-2	TAX-1505648	Geobacillus thermoleovorans group
TAX-28231	TAX-2	TAX-28231	Geobacter
TAX-28232	TAX-2	TAX-28232	Geobacter metallireducens
TAX-243231	TAX-2	TAX-243231	Geobacter sulfurreducens
TAX-35554	TAX-2	TAX-35554	Geobacter sulfurreducens
TAX-213422	TAX-2	TAX-213422	Geobacteraceae
TAX-85030	TAX-2	TAX-85030	Geodermatophilaceae
TAX-1643682	TAX-2	TAX-1643682	Geodermatophilales
TAX-1649453	TAX-2	TAX-1649453	Gimesia
TAX-344747	TAX-2	TAX-344747	Gimesia maris
TAX-122	TAX-2	TAX-122	Gimesia maris
TAX-33071	TAX-2	TAX-33071	Gloeobacter
TAX-251221	TAX-2	TAX-251221	Gloeobacter violaceus
TAX-33072	TAX-2	TAX-33072	Gloeobacter violaceus
TAX-1890422	TAX-2	TAX-1890422	Gloeobacteraceae
TAX-307595	TAX-2	TAX-307595	Gloeobacterales
TAX-307596	TAX-2	TAX-307596	Gloeobacteria
TAX-441	TAX-2	TAX-441	Gluconobacter
TAX-318683	TAX-2	TAX-318683	Gluconobacter albidus
TAX-38307	TAX-2	TAX-38307	Gluconobacter cerinus
TAX-38308	TAX-2	TAX-38308	Gluconobacter frateurii
TAX-376620	TAX-2	TAX-376620	Gluconobacter japonicus
ORG-6025	TAX-2	ORG-6025	Gluconobacter oxydans
ORG-6026	TAX-2	ORG-6026	Gluconobacter oxydans
TAX-290633	TAX-2	TAX-290633	Gluconobacter oxydans
TAX-442	TAX-2	TAX-442	Gluconobacter oxydans
TAX-1742989	TAX-2	TAX-1742989	Glutamicibacter
TAX-37929	TAX-2	TAX-37929	Glutamicibacter nicotianae
TAX-37930	TAX-2	TAX-37930	Glutamicibacter protophormiae
TAX-1892255	TAX-2	TAX-1892255	Gomontiellaceae
TAX-2053	TAX-2	TAX-2053	Gordonia <high G+C Gram-positive bacteria>
TAX-36821	TAX-2	TAX-36821	Gordonia amarae
TAX-2054	TAX-2	TAX-2054	Gordonia bronchialis
TAX-84595	TAX-2	TAX-84595	Gordonia polyisoprenivorans
TAX-36822	TAX-2	TAX-36822	Gordonia rubripertincta
TAX-420413	TAX-2	TAX-420413	Gordonia sp. MTCC 4818
TAX-235467	TAX-2	TAX-235467	Gordonia sp. TY-5
TAX-2055	TAX-2	TAX-2055	Gordonia terrae
TAX-158898	TAX-2	TAX-158898	Gordonia westfalica
TAX-85026	TAX-2	TAX-85026	Gordoniaceae
TAX-644652	TAX-2	TAX-644652	Gordonibacter
TAX-471189	TAX-2	TAX-471189	Gordonibacter pamelaeae
TAX-1335613	TAX-2	TAX-1335613	Gordonibacter urolithinfaciens
TAX-1505664	TAX-2	TAX-1505664	Gottschalkia
TAX-1556	TAX-2	TAX-1556	Gottschalkia acidurici
TAX-1503	TAX-2	TAX-1503	Gottschalkia purinilytica
TAX-2042895	TAX-2	TAX-2042895	Gottschalkiaceae
ORG-6018	TAX-2	ORG-6018	Gram-negative bacterium
TAX-724	TAX-2	TAX-724	Haemophilus
TAX-71421	TAX-2	TAX-71421	Haemophilus influenzae
TAX-727	TAX-2	TAX-727	Haemophilus influenzae
TAX-729	TAX-2	TAX-729	Haemophilus parainfluenzae
TAX-568	TAX-2	TAX-568	Hafnia
TAX-569	TAX-2	TAX-569	Hafnia alvei
TAX-1903412	TAX-2	TAX-1903412	Hafniaceae
TAX-158481	TAX-2	TAX-158481	Hahella
TAX-158327	TAX-2	TAX-158327	Hahella chejuensis
TAX-224379	TAX-2	TAX-224379	Hahellaceae
TAX-2893055	TAX-2	TAX-2893055	Halalkalibacterium (ex Joshi et al. 2022)
TAX-272558	TAX-2	TAX-272558	Halalkalibacterium halodurans
TAX-86665	TAX-2	TAX-86665	Halalkalibacterium halodurans
TAX-53433	TAX-2	TAX-53433	Halanaerobiales
TAX-162027	TAX-2	TAX-162027	Haliangium
TAX-80816	TAX-2	TAX-80816	Haliangium ochraceum
TAX-45667	TAX-2	TAX-45667	Halobacillus
TAX-1570	TAX-2	TAX-1570	Halobacillus halophilus
TAX-53434	TAX-2	TAX-53434	Halobacteroidaceae
TAX-85074	TAX-2	TAX-85074	Halochromatium
TAX-49447	TAX-2	TAX-49447	Halochromatium salexigens
TAX-1912771	TAX-2	TAX-1912771	Halodesulfovibrio
TAX-1121434	TAX-2	TAX-1121434	Halodesulfovibrio aestuarii
TAX-126333	TAX-2	TAX-126333	Halodesulfovibrio aestuarii
TAX-28256	TAX-2	TAX-28256	Halomonadaceae
TAX-2745	TAX-2	TAX-2745	Halomonas
TAX-768066	TAX-2	TAX-768066	Halomonas elongata
TAX-2746	TAX-2	TAX-2746	Halomonas elongata
TAX-252	TAX-2	TAX-252	Halomonas halmophila
TAX-28252	TAX-2	TAX-28252	Halomonas halodenitrificans
TAX-1118153	TAX-2	TAX-1118153	Halomonas sp. GFAJ-1
TAX-645472	TAX-2	TAX-645472	Halomonas sp. HTNK1
TAX-2901189	TAX-2	TAX-2901189	Halopseudomonas
TAX-136844	TAX-2	TAX-136844	Halopseudomonas pertucinogena group
TAX-85108	TAX-2	TAX-85108	Halorhodospira
TAX-421629	TAX-2	TAX-421629	Halorhodospira abdelmalekii
TAX-1052	TAX-2	TAX-1052	Halorhodospira halochloris
TAX-1053	TAX-2	TAX-1053	Halorhodospira halophila
TAX-162985	TAX-2	TAX-162985	Hapalosiphon
TAX-1524913	TAX-2	TAX-1524913	Hapalosiphon welwitschii
TAX-1433842	TAX-2	TAX-1433842	Hapalosiphon welwitschii
TAX-162986	TAX-2	TAX-162986	Hapalosiphon welwitschii
TAX-1892263	TAX-2	TAX-1892263	Hapalosiphonaceae
TAX-1769729	TAX-2	TAX-1769729	Hathewaya
TAX-1536	TAX-2	TAX-1536	Hathewaya limosa
TAX-209	TAX-2	TAX-209	Helicobacter
TAX-56877	TAX-2	TAX-56877	Helicobacter bizzozeronii
TAX-1002804	TAX-2	TAX-1002804	Helicobacter bizzozeronii
TAX-32025	TAX-2	TAX-32025	Helicobacter hepaticus
TAX-552535	TAX-2	TAX-552535	Helicobacter pullorum
TAX-35818	TAX-2	TAX-35818	Helicobacter pullorum
TAX-210	TAX-2	TAX-210	Helicobacter pylori
TAX-102618	TAX-2	TAX-102618	Helicobacter pylori
TAX-85962	TAX-2	TAX-85962	Helicobacter pylori
ORG-6339	TAX-2	ORG-6339	Helicobacter pylori
TAX-102617	TAX-2	TAX-102617	Helicobacter pylori
TAX-72293	TAX-2	TAX-72293	Helicobacteraceae
TAX-28063	TAX-2	TAX-28063	Heliobacillus
TAX-31984	TAX-2	TAX-31984	Heliobacteriaceae
TAX-2697	TAX-2	TAX-2697	Heliobacterium
TAX-2698	TAX-2	TAX-2698	Heliobacterium chlorum
TAX-2831443	TAX-2	TAX-2831443	Heliomicrobium
TAX-498761	TAX-2	TAX-498761	Heliomicrobium modesticaldum
TAX-35701	TAX-2	TAX-35701	Heliomicrobium modesticaldum
TAX-963	TAX-2	TAX-963	Herbaspirillum
TAX-180195	TAX-2	TAX-180195	Herbaspirillum autotrophicum
ORG-5908	TAX-2	ORG-5908	Herbaspirillum huttiense
TAX-863372	TAX-2	TAX-863372	Herbaspirillum huttiense
TAX-964	TAX-2	TAX-964	Herbaspirillum seropedicae
TAX-303379	TAX-2	TAX-303379	Herminiimonas
TAX-204773	TAX-2	TAX-204773	Herminiimonas arsenicoxydans
TAX-84404	TAX-2	TAX-84404	Hippea
TAX-84405	TAX-2	TAX-84405	Hippea maritima
TAX-881023	TAX-2	TAX-881023	Hormoscilla
TAX-1962683	TAX-2	TAX-1962683	Hormoscilla spongeliae
TAX-190968	TAX-2	TAX-190968	Hormoscilla spongeliae
TAX-697025	TAX-2	TAX-697025	Hoyosella
TAX-498716	TAX-2	TAX-498716	human intestinal bacterium PUE
TAX-239760	TAX-2	TAX-239760	human intestinal bacterium SNU-Julong732
TAX-1649459	TAX-2	TAX-1649459	Hungatella
TAX-154046	TAX-2	TAX-154046	Hungatella hathewayi
TAX-1609627	TAX-2	TAX-1609627	Hydrogenibacillus
TAX-1484	TAX-2	TAX-1484	Hydrogenibacillus schlegelii
TAX-939	TAX-2	TAX-939	Hydrogenobacter
TAX-940	TAX-2	TAX-940	Hydrogenobacter thermophilus
TAX-168657	TAX-2	TAX-168657	Hydrogenobaculum
TAX-47420	TAX-2	TAX-47420	Hydrogenophaga
ORG-6302	TAX-2	ORG-6302	Hydrogenophaga flava
TAX-65657	TAX-2	TAX-65657	Hydrogenophaga flava
TAX-65786	TAX-2	TAX-65786	Hydrogenophaga intermedia
ORG-5909	TAX-2	ORG-5909	Hydrogenophaga palleronii
TAX-65655	TAX-2	TAX-65655	Hydrogenophaga palleronii
TAX-47421	TAX-2	TAX-47421	Hydrogenophaga pseudoflava
TAX-375569	TAX-2	TAX-375569	Hydrogenophaga sp. NT-14
TAX-434010	TAX-2	TAX-434010	Hydrogenophaga sp. PBL-H3
TAX-206349	TAX-2	TAX-206349	Hydrogenophilaceae
TAX-119069	TAX-2	TAX-119069	Hydrogenophilales
TAX-2008785	TAX-2	TAX-2008785	Hydrogenophilalia
TAX-70774	TAX-2	TAX-70774	Hydrogenophilus
TAX-297	TAX-2	TAX-297	Hydrogenophilus thermoluteolus
TAX-224027	TAX-2	TAX-224027	Hydrogenothermaceae
TAX-1890500	TAX-2	TAX-1890500	Hyellaceae
TAX-45401	TAX-2	TAX-45401	Hyphomicrobiaceae
TAX-356	TAX-2	TAX-356	Hyphomicrobiales
TAX-119042	TAX-2	TAX-119042	Hyphomicrobiales incertae sedis
TAX-81	TAX-2	TAX-81	Hyphomicrobium
TAX-53399	TAX-2	TAX-53399	Hyphomicrobium denitrificans
ORG-6051	TAX-2	ORG-6051	Hyphomicrobium denitrificans
ORG-6222	TAX-2	ORG-6222	Hyphomicrobium methylovorum
TAX-84	TAX-2	TAX-84	Hyphomicrobium methylovorum
ORG-6052	TAX-2	ORG-6052	Hyphomicrobium sp. EG
ORG-6050	TAX-2	ORG-6050	Hyphomicrobium sp. S
ORG-57066	TAX-2	ORG-57066	Hyphomicrobium sp. VS
TAX-79673	TAX-2	TAX-79673	Hyphomicrobium sp. X
TAX-121290	TAX-2	TAX-121290	Hyphomicrobium sulfonivorans
TAX-83	TAX-2	TAX-83	Hyphomicrobium vulgare
TAX-48292	TAX-2	TAX-48292	Hyphomicrobium zavarzinii
ORG-6000	TAX-2	ORG-6000	Hyphomicrobium zavarzinii
TAX-36862	TAX-2	TAX-36862	Ideonella
TAX-36863	TAX-2	TAX-36863	Ideonella dechloratans
TAX-1547922	TAX-2	TAX-1547922	Ideonella sakaiensis
TAX-167639	TAX-2	TAX-167639	Ilyobacter
TAX-167642	TAX-2	TAX-167642	Ilyobacter polytropus
TAX-85021	TAX-2	TAX-85021	Intrasporangiaceae
TAX-1763524	TAX-2	TAX-1763524	Isosphaeraceae
TAX-2691356	TAX-2	TAX-2691356	Isosphaerales
TAX-53457	TAX-2	TAX-53457	Janibacter
TAX-188905	TAX-2	TAX-188905	Jannaschia
TAX-290400	TAX-2	TAX-290400	Jannaschia sp. CCS1
TAX-29580	TAX-2	TAX-29580	Janthinobacterium
TAX-29581	TAX-2	TAX-29581	Janthinobacterium lividum
TAX-227979	TAX-2	TAX-227979	Jeotgalicoccus
TAX-946435	TAX-2	TAX-946435	Jeotgalicoccus sp. ATCC 8456
TAX-43673	TAX-2	TAX-43673	Jonesia
TAX-43674	TAX-2	TAX-43674	Jonesia denitrificans
TAX-85022	TAX-2	TAX-85022	Jonesiaceae
TAX-1501433	TAX-2	TAX-1501433	Kamptonema
TAX-272129	TAX-2	TAX-272129	Kamptonema sp. PCC 6506
TAX-92944	TAX-2	TAX-92944	Ketogulonicigenium
ORG-6027	TAX-2	ORG-6027	Ketogulonicigenium vulgare
TAX-92945	TAX-2	TAX-92945	Ketogulonicigenium vulgare
TAX-2063	TAX-2	TAX-2063	Kitasatospora
TAX-1894	TAX-2	TAX-1894	Kitasatospora aureofaciens
TAX-58347	TAX-2	TAX-58347	Kitasatospora azatica
TAX-2064	TAX-2	TAX-2064	Kitasatospora griseola
ORG-6042	TAX-2	ORG-6042	Kitasatospora griseola MF730-N6
TAX-58352	TAX-2	TAX-58352	Kitasatospora mediocidica
TAX-2065	TAX-2	TAX-2065	Kitasatospora phosalacinea
TAX-570	TAX-2	TAX-570	Klebsiella
TAX-548	TAX-2	TAX-548	Klebsiella aerogenes
TAX-290336	TAX-2	TAX-290336	Klebsiella michiganensis
TAX-1134687	TAX-2	TAX-1134687	Klebsiella michiganensis
ORG-6177	TAX-2	ORG-6177	Klebsiella oxytoca
TAX-571	TAX-2	TAX-571	Klebsiella oxytoca
TAX-272620	TAX-2	TAX-272620	Klebsiella pneumoniae
TAX-72407	TAX-2	TAX-72407	Klebsiella pneumoniae
ORG-57069	TAX-2	ORG-57069	Klebsiella pneumoniae
ORG-57094	TAX-2	ORG-57094	Klebsiella pneumoniae
ORG-6347	TAX-2	ORG-6347	Klebsiella pneumoniae
TAX-573	TAX-2	TAX-573	Klebsiella pneumoniae
TAX-321150	TAX-2	TAX-321150	Klebsiella sp. ZD112
TAX-2890311	TAX-2	TAX-2890311	Klebsiella/Raoultella group
TAX-57493	TAX-2	TAX-57493	Kocuria
TAX-72000	TAX-2	TAX-72000	Kocuria rhizophila
TAX-1275	TAX-2	TAX-1275	Kocuria rosea
TAX-1272	TAX-2	TAX-1272	Kocuria varians
TAX-224464	TAX-2	TAX-224464	Kofleriaceae
TAX-1434011	TAX-2	TAX-1434011	Komagataeibacter
TAX-28448	TAX-2	TAX-28448	Komagataeibacter xylinus
TAX-182639	TAX-2	TAX-182639	Kribbella
TAX-182640	TAX-2	TAX-182640	Kribbella flavida
TAX-2726069	TAX-2	TAX-2726069	Kribbellaceae
TAX-43356	TAX-2	TAX-43356	Kutzneria
TAX-345341	TAX-2	TAX-345341	Kutzneria sp. 744
TAX-478070	TAX-2	TAX-478070	Labrenzia
TAX-1506553	TAX-2	TAX-1506553	Lachnoclostridium
TAX-357809	TAX-2	TAX-357809	Lachnoclostridium phytofermentans
TAX-66219	TAX-2	TAX-66219	Lachnoclostridium phytofermentans
TAX-186803	TAX-2	TAX-186803	Lachnospiraceae
TAX-1898203	TAX-2	TAX-1898203	Lachnospiraceae bacterium
TAX-214819	TAX-2	TAX-214819	Lachnospiraceae bacterium 19gly4
TAX-2840493	TAX-2	TAX-2840493	Lachnospiraceae incertae sedis
TAX-2759736	TAX-2	TAX-2759736	Lacticaseibacillus
TAX-1582	TAX-2	TAX-1582	Lacticaseibacillus casei
TAX-568703	TAX-2	TAX-568703	Lacticaseibacillus rhamnosus
TAX-47715	TAX-2	TAX-47715	Lacticaseibacillus rhamnosus
TAX-2767842	TAX-2	TAX-2767842	Lactiplantibacillus
TAX-60520	TAX-2	TAX-60520	Lactiplantibacillus paraplantarum
TAX-220668	TAX-2	TAX-220668	Lactiplantibacillus plantarum
TAX-1590	TAX-2	TAX-1590	Lactiplantibacillus plantarum
TAX-33958	TAX-2	TAX-33958	Lactobacillaceae
TAX-186826	TAX-2	TAX-186826	Lactobacillales
TAX-1578	TAX-2	TAX-1578	Lactobacillus
TAX-1314884	TAX-2	TAX-1314884	Lactobacillus acidophilus
TAX-1579	TAX-2	TAX-1579	Lactobacillus acidophilus
ORG-6252	TAX-2	ORG-6252	Lactobacillus brevis
TAX-1585	TAX-2	TAX-1585	Lactobacillus delbrueckii
TAX-1584	TAX-2	TAX-1584	Lactobacillus delbrueckii
ORG-57112	TAX-2	ORG-57112	Lactobacillus fermentum
TAX-1587	TAX-2	TAX-1587	Lactobacillus helveticus
TAX-1593	TAX-2	TAX-1593	Lactobacillus sp. 30A
TAX-1357	TAX-2	TAX-1357	Lactococcus
TAX-1359	TAX-2	TAX-1359	Lactococcus cremoris
ORG-6201	TAX-2	ORG-6201	Lactococcus garvieae
TAX-1363	TAX-2	TAX-1363	Lactococcus garvieae
TAX-44688	TAX-2	TAX-44688	Lactococcus lactis
TAX-1360	TAX-2	TAX-1360	Lactococcus lactis
TAX-1358	TAX-2	TAX-1358	Lactococcus lactis
TAX-1365	TAX-2	TAX-1365	Lactococcus plantarum
TAX-2767353	TAX-2	TAX-2767353	Lancefieldella
TAX-1383	TAX-2	TAX-1383	Lancefieldella rimae
TAX-2767884	TAX-2	TAX-2767884	Lapidilactobacillus
TAX-51664	TAX-2	TAX-51664	Lapidilactobacillus dextrinicus
TAX-2804231	TAX-2	TAX-2804231	Lederbergia
TAX-1467	TAX-2	TAX-1467	Lederbergia lenta
TAX-445	TAX-2	TAX-445	Legionella
TAX-447	TAX-2	TAX-447	Legionella bozemanae
TAX-272624	TAX-2	TAX-272624	Legionella pneumophila
TAX-91891	TAX-2	TAX-91891	Legionella pneumophila
TAX-446	TAX-2	TAX-446	Legionella pneumophila
TAX-66976	TAX-2	TAX-66976	Legionella pneumophila serogroup 1
TAX-444	TAX-2	TAX-444	Legionellaceae
TAX-118969	TAX-2	TAX-118969	Legionellales
TAX-110932	TAX-2	TAX-110932	Leifsonia
TAX-144185	TAX-2	TAX-144185	Leifsonia aquatica
TAX-191028	TAX-2	TAX-191028	Leisingera
TAX-506591	TAX-2	TAX-506591	Leisingera caerulea
TAX-2767893	TAX-2	TAX-2767893	Lentilactobacillus
TAX-1581	TAX-2	TAX-1581	Lentilactobacillus buchneri
TAX-1588	TAX-2	TAX-1588	Lentilactobacillus hilgardii
TAX-256845	TAX-2	TAX-256845	Lentisphaerae
TAX-1932692	TAX-2	TAX-1932692	Lentisphaerae bacterium
TAX-165301	TAX-2	TAX-165301	Lentzea
TAX-68170	TAX-2	TAX-68170	Lentzea aerocolonigenes
TAX-65499	TAX-2	TAX-65499	Lentzea albida
TAX-47251	TAX-2	TAX-47251	Leptolyngbya
TAX-1184	TAX-2	TAX-1184	Leptolyngbya boryana
TAX-1890438	TAX-2	TAX-1890438	Leptolyngbyaceae
TAX-171	TAX-2	TAX-171	Leptospira
TAX-145259	TAX-2	TAX-145259	Leptospira biflexa
TAX-172	TAX-2	TAX-172	Leptospira biflexa
TAX-174	TAX-2	TAX-174	Leptospira borgpetersenii
TAX-189518	TAX-2	TAX-189518	Leptospira interrogans
TAX-312175	TAX-2	TAX-312175	Leptospira interrogans
TAX-57678	TAX-2	TAX-57678	Leptospira interrogans
TAX-173	TAX-2	TAX-173	Leptospira interrogans
TAX-29508	TAX-2	TAX-29508	Leptospira meyeri
TAX-170	TAX-2	TAX-170	Leptospiraceae
TAX-1643688	TAX-2	TAX-1643688	Leptospirales
TAX-88	TAX-2	TAX-88	Leptothrix <b-proteobacteria>
ORG-6159	TAX-2	ORG-6159	Leptothrix discophora
TAX-89	TAX-2	TAX-89	Leptothrix discophora
TAX-1243	TAX-2	TAX-1243	Leuconostoc
TAX-1246	TAX-2	TAX-1246	Leuconostoc lactis
TAX-33965	TAX-2	TAX-33965	Leuconostoc mesenteroides
TAX-33966	TAX-2	TAX-33966	Leuconostoc mesenteroides
TAX-1245	TAX-2	TAX-1245	Leuconostoc mesenteroides
TAX-2767886	TAX-2	TAX-2767886	Levilactobacillus
TAX-1580	TAX-2	TAX-1580	Levilactobacillus brevis
TAX-70994	TAX-2	TAX-70994	Lewinella
TAX-1122179	TAX-2	TAX-1122179	Lewinella persica
TAX-70998	TAX-2	TAX-70998	Lewinella persica
TAX-1937960	TAX-2	TAX-1937960	Lewinellaceae
TAX-2767887	TAX-2	TAX-2767887	Ligilactobacillus
TAX-1624	TAX-2	TAX-1624	Ligilactobacillus salivarius
TAX-2742598	TAX-2	TAX-2742598	Limosilactobacillus
TAX-1613	TAX-2	TAX-1613	Limosilactobacillus fermentum
ORG-57110	TAX-2	ORG-57110	Limosilactobacillus reuteri
ORG-57111	TAX-2	ORG-57111	Limosilactobacillus reuteri
TAX-1598	TAX-2	TAX-1598	Limosilactobacillus reuteri
TAX-2767888	TAX-2	TAX-2767888	Liquorilactobacillus
TAX-1618	TAX-2	TAX-1618	Liquorilactobacillus mali
TAX-1637	TAX-2	TAX-1637	Listeria
TAX-1641	TAX-2	TAX-1641	Listeria grayi
TAX-1642	TAX-2	TAX-1642	Listeria innocua
TAX-1639	TAX-2	TAX-1639	Listeria monocytogenes
TAX-265669	TAX-2	TAX-265669	Listeria monocytogenes serotype 4b
TAX-2065118	TAX-2	TAX-2065118	Listeria monocytogenes serotype 4b
TAX-186820	TAX-2	TAX-186820	Listeriaceae
TAX-2767889	TAX-2	TAX-2767889	Loigolactobacillus
TAX-1607	TAX-2	TAX-1607	Loigolactobacillus bifermentans
TAX-28073	TAX-2	TAX-28073	Lyngbya
TAX-158786	TAX-2	TAX-158786	Lyngbya majuscula
TAX-748015	TAX-2	TAX-748015	Lyngbya sordida
TAX-400634	TAX-2	TAX-400634	Lysinibacillus
TAX-1421	TAX-2	TAX-1421	Lysinibacillus sphaericus
TAX-68	TAX-2	TAX-68	Lysobacter
TAX-414050	TAX-2	TAX-414050	Lysobacter dokdonensis
TAX-69	TAX-2	TAX-69	Lysobacter enzymogenes
TAX-1191479	TAX-2	TAX-1191479	Magnetococcaceae
TAX-1191478	TAX-2	TAX-1191478	Magnetococcales
TAX-162171	TAX-2	TAX-162171	Magnetococcus
TAX-13134	TAX-2	TAX-13134	Magnetospirillum
TAX-1082	TAX-2	TAX-1082	Magnetospirillum fulvum
TAX-1083	TAX-2	TAX-1083	Magnetospirillum molischianum
TAX-1007128	TAX-2	TAX-1007128	Magnetospirillum sp. pMbN1
TAX-57039	TAX-2	TAX-57039	Malonomonas
TAX-57040	TAX-2	TAX-57040	Malonomonas rubra
TAX-2803850	TAX-2	TAX-2803850	Mammaliicoccus
TAX-42858	TAX-2	TAX-42858	Mammaliicoccus lentus
TAX-1296	TAX-2	TAX-1296	Mammaliicoccus sciuri
TAX-75984	TAX-2	TAX-75984	Mannheimia
TAX-75985	TAX-2	TAX-75985	Mannheimia haemolytica
TAX-2800061	TAX-2	TAX-2800061	Maricaulaceae
TAX-2800059	TAX-2	TAX-2800059	Maricaulales
TAX-74317	TAX-2	TAX-74317	Maricaulis
TAX-394221	TAX-2	TAX-394221	Maricaulis maris
TAX-74318	TAX-2	TAX-74318	Maricaulis maris
TAX-85076	TAX-2	TAX-85076	Marichromatium
TAX-1048	TAX-2	TAX-1048	Marichromatium gracile
TAX-37487	TAX-2	TAX-37487	Marichromatium purpuratum
TAX-89186	TAX-2	TAX-89186	marine bacterium GAI-109
TAX-1970189	TAX-2	TAX-1970189	Marinilabiliales
TAX-2742	TAX-2	TAX-2742	Marinobacter
TAX-1033846	TAX-2	TAX-1033846	Marinobacter adhaerens
TAX-351348	TAX-2	TAX-351348	Marinobacter nauticus
TAX-2743	TAX-2	TAX-2743	Marinobacter nauticus
TAX-2887365	TAX-2	TAX-2887365	Marinobacteraceae
TAX-1370	TAX-2	TAX-1370	Marinococcus
TAX-1371	TAX-2	TAX-1371	Marinococcus halophilus
TAX-28253	TAX-2	TAX-28253	Marinomonas
TAX-717774	TAX-2	TAX-717774	Marinomonas mediterranea
TAX-119864	TAX-2	TAX-119864	Marinomonas mediterranea
TAX-314277	TAX-2	TAX-314277	Marinomonas sp. MED121
TAX-400668	TAX-2	TAX-400668	Marinomonas sp. MWYL1
TAX-50056	TAX-2	TAX-50056	Marinosulfonomonas
TAX-50058	TAX-2	TAX-50058	Marinosulfonomonas methylotropha
TAX-404235	TAX-2	TAX-404235	Maritimibacter
TAX-314271	TAX-2	TAX-314271	Maritimibacter alkaliphilus
TAX-404236	TAX-2	TAX-404236	Maritimibacter alkaliphilus
TAX-2895353	TAX-2	TAX-2895353	Massilia group
TAX-29417	TAX-2	TAX-29417	Mastigocladus
TAX-83541	TAX-2	TAX-83541	Mastigocladus laminosus
TAX-2316020	TAX-2	TAX-2316020	Mediterraneibacter
TAX-2910978	TAX-2	TAX-2910978	Megalodesulfovibrio
TAX-879	TAX-2	TAX-879	Megalodesulfovibrio gigas
TAX-906	TAX-2	TAX-906	Megasphaera
TAX-907	TAX-2	TAX-907	Megasphaera elsdenii
TAX-1890428	TAX-2	TAX-1890428	Merismopediaceae
TAX-68287	TAX-2	TAX-68287	Mesorhizobium
TAX-28104	TAX-2	TAX-28104	Mesorhizobium huakuii
TAX-935547	TAX-2	TAX-935547	Mesorhizobium japonicum
TAX-2066070	TAX-2	TAX-2066070	Mesorhizobium japonicum
TAX-381	TAX-2	TAX-381	Mesorhizobium loti
TAX-2675233	TAX-2	TAX-2675233	Metabacillus
TAX-1458	TAX-2	TAX-1458	Metabacillus fastidiosus
TAX-2895509	TAX-2	TAX-2895509	Metamycoplasma
TAX-2098	TAX-2	TAX-2098	Metamycoplasma hominis
TAX-2895623	TAX-2	TAX-2895623	Metamycoplasmataceae
TAX-316612	TAX-2	TAX-316612	Methylibium
TAX-420662	TAX-2	TAX-420662	Methylibium petroleiphilum
TAX-105560	TAX-2	TAX-105560	Methylibium petroleiphilum
TAX-404	TAX-2	TAX-404	Methylobacillus
TAX-265072	TAX-2	TAX-265072	Methylobacillus flagellatus
TAX-405	TAX-2	TAX-405	Methylobacillus flagellatus
TAX-429	TAX-2	TAX-429	Methylobacter
TAX-415	TAX-2	TAX-415	Methylobacter luteus
TAX-34058	TAX-2	TAX-34058	Methylobacter marinus
TAX-39770	TAX-2	TAX-39770	Methylobacter whittenburyi
TAX-119045	TAX-2	TAX-119045	Methylobacteriaceae
TAX-407	TAX-2	TAX-407	Methylobacterium
TAX-114616	TAX-2	TAX-114616	Methylobacterium nodulans
TAX-410	TAX-2	TAX-410	Methylobacterium organophilum
TAX-73778	TAX-2	TAX-73778	Methylocaldum
TAX-1484898	TAX-2	TAX-1484898	Methyloceanibacter
TAX-1384459	TAX-2	TAX-1384459	Methyloceanibacter caenitepidi
TAX-120652	TAX-2	TAX-120652	Methylocella
TAX-199596	TAX-2	TAX-199596	Methylocella silvestris
TAX-403	TAX-2	TAX-403	Methylococcaceae
TAX-135618	TAX-2	TAX-135618	Methylococcales
TAX-413	TAX-2	TAX-413	Methylococcus
TAX-243233	TAX-2	TAX-243233	Methylococcus capsulatus
TAX-414	TAX-2	TAX-414	Methylococcus capsulatus
TAX-53405	TAX-2	TAX-53405	Methylococcus thermophilus
TAX-31993	TAX-2	TAX-31993	Methylocystaceae
TAX-133	TAX-2	TAX-133	Methylocystis
TAX-29468	TAX-2	TAX-29468	Methylocystis echinoides
TAX-29469	TAX-2	TAX-29469	Methylocystis minimus
TAX-134	TAX-2	TAX-134	Methylocystis parvus
TAX-29470	TAX-2	TAX-29470	Methylocystis pyriformis
TAX-39773	TAX-2	TAX-39773	Methylomicrobium
TAX-39774	TAX-2	TAX-39774	Methylomicrobium agile
